FIPS,State,"County, State",Year,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,State_count,County,GROC16,GROC20,PCH_GROC_16_20,GROCPTH16,GROCPTH20,PCH_GROCPTH_16_20,GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap,Name,Median_Household_Income,Median_Income_Lower_Bound,Median_Income_Upper_Bound,mean_commute_time,pct_households_no_vehicle,poverty_rate,total_population,land_area_sqmi,population_density,state_abbr,min_wage_2023,diabetes_rate,obesity_rate,FIPS_match,YEAR,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,BENES_TOTAL_CNT,BENE_AVG_AGE,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
5139,AR,"Union County, Arkansas",2023,3.34,20.89,4708000.0,AR,Union,6.0,4.0,-33.33333333333334,0.150300607085228,0.1046599894762039,-30.36622306065838,5139,"Union County, Arkansas",15002,2814,1414,727,9.4,13588,2087,Union County,49664.0,43750.0,55578.0,20.1,0.0655245967204372,19.5,37900,1039.067,36.47503000287758,AR,11.0,11.7,39.0,5139,2023,AR-Union,5139.0,All,10012,73,1.02,11645.84,12196.44
5141,AR,"Van Buren County, Arkansas",2023,3.46,21.61,2314000.0,AR,Van Buren,2.0,3.0,50.0,0.1198896989226341,0.1813675165176391,51.27864874752686,5141,"Van Buren County, Arkansas",7432,1414,795,452,10.7,6637,962,Van Buren County,50332.0,45227.0,55437.0,33.2,0.0639128094725511,19.1,15998,709.57,22.546049015601,AR,11.0,11.1,39.9,5141,2023,AR-Van Buren,5141.0,All,5631,73,0.91,10603.41,11370.58
5143,AR,"Washington County, Arkansas",2023,3.59,22.45,29797000.0,AR,Washington,39.0,42.0,7.692307692307686,0.170594722032547,0.1726860105991364,1.225881165415177,5143,"Washington County, Arkansas",97184,13390,5413,2507,5.6,91771,10883,Washington County,66158.0,61585.0,70731.0,20.9,0.0409120842937109,14.6,256765,941.45,272.7335493122311,AR,11.0,10.1,33.4,5143,2023,AR-Washington,5143.0,All,39994,73,0.98,10401.68,11076.48
5145,AR,"White County, Arkansas",2023,3.31,20.67,9494000.0,AR,White,11.0,11.0,0.0,0.139344573020935,0.1397197991609573,0.2692793353106682,5145,"White County, Arkansas",29629,5159,3417,1732,11.5,26212,3427,White County,56178.0,50972.0,61384.0,22.4,0.0554524283641027,17.5,77838,1033.966,75.28100537154994,AR,11.0,10.7,36.9,5145,2023,AR-White,5145.0,All,18320,73,0.99,12310.09,12697
5147,AR,"Woodruff County, Arkansas",2023,3.32,20.72,805000.0,AR,Woodruff,3.0,3.0,0.0,0.4534461796283721,0.478927195072174,5.619413414109076,5147,"Woodruff County, Arkansas",2692,774,535,425,19.9,2157,349,Woodruff County,43259.0,38151.0,48367.0,22.2,0.1474739970282318,24.1,6026,585.973,10.283750275183328,AR,11.0,12.8,39.8,5147,2023,AR-Woodruff,5147.0,All,1882,73,1.03,13119.74,13504.34
5149,AR,"Yell County, Arkansas",2023,3.14,19.6,2265000.0,AR,Yell,3.0,4.0,33.33333333333333,0.1394052058458328,0.1888484954833984,35.46731941434425,5149,"Yell County, Arkansas",8323,1350,853,379,10.2,7470,971,Yell County,51997.0,46670.0,57324.0,21.8,0.0647603027754415,15.6,20134,930.386,21.640480402757564,AR,11.0,11.8,37.3,5149,2023,AR-Yell,5149.0,All,5057,72,0.92,11504.65,12226.47
6001,CA,"Alameda County, California",2023,4.35,27.19,150188000.0,CA,Alameda,372.0,365.0,-1.881720430107525,0.2253500670194626,0.2195722460746765,-2.56393131859467,6001,"Alameda County, California",598246,58251,59416,21492,9.9,538830,36759,Alameda County,119230.0,115954.0,122506.0,31.0,0.100313249064766,9.2,1649473,737.459,2236.697904561474,CA,15.5,9.4,24.8,6001,2023,CA-Alameda,6001.0,All,273375,73,1,15668.64,10711.52
6003,CA,"Alpine County, California",2023,3.92,24.51,149000.0,CA,Alpine,,,,,,,6003,"Alpine County, California",435,40,42,10,9.7,393,30,Alpine County,83265.0,75129.0,91401.0,32.7,0.057471264367816,10.0,1616,738.34,2.1886935558143943,CA,15.5,8.8,29.1,6003,2023,CA-Alpine,6003.0,All,280,72,0.73,9933.58,8998.54
6005,CA,"Amador County, California",2023,4.38,27.36,3909000.0,CA,Amador,13.0,12.0,-7.692307692307686,0.3471944034099578,0.2993787825107573,-13.77200220671214,6005,"Amador County, California",16091,1806,1575,675,9.8,14516,1131,Amador County,80767.0,73729.0,87805.0,34.0,0.0400223727549561,8.2,41428,594.585,69.67548794537366,CA,15.5,8.7,29.6,6005,2023,CA-Amador,6005.0,All,12574,73,0.84,12604.22,9370.1
6007,CA,"Butte County, California",2023,4.01,25.03,24782000.0,CA,Butte,45.0,40.0,-11.11111111111112,0.1989196389913559,0.1880194097757338,-5.479714959715776,6007,"Butte County, California",83312,15142,13346,6126,16.0,69966,9016,Butte County,63084.0,59966.0,66202.0,21.0,0.0602914346072594,19.2,207929,1636.49,127.05791052802032,CA,15.5,9.8,31.0,6007,2023,CA-Butte,6007.0,All,48808,72,0.97,13573.6,11546.1
6009,CA,"Calaveras County, California",2023,4.59,28.67,5445000.0,CA,Calaveras,11.0,12.0,9.09090909090908,0.242788091301918,0.2591345012187957,6.732789005104145,6009,"Calaveras County, California",18437,2170,1760,652,9.5,16677,1518,Calaveras County,77041.0,69437.0,84645.0,34.2,0.0231599501003417,13.0,46248,1020.016,45.34046524760396,CA,15.5,9.3,30.6,6009,2023,CA-Calaveras,6009.0,All,14570,73,0.83,12289.14,9313.27
6011,CA,"Colusa County, California",2023,3.93,24.56,2690000.0,CA,Colusa,10.0,7.0,-30.0,0.4656360447406768,0.3247054517269135,-30.266255073155,6011,"Colusa County, California",7512,1089,1229,515,16.4,6283,574,Colusa County,66675.0,58759.0,74591.0,24.2,0.0463258785942492,11.4,21984,1150.679,19.105241340113096,CA,15.5,11.9,33.4,6011,2023,CA-Colusa,6011.0,All,4243,72,0.98,14603.8,11218.72
6013,CA,"Contra Costa County, California",2023,4.31,26.95,97836000.0,CA,Contra Costa,200.0,224.0,12.000000000000012,0.175861433148384,0.1943882554769516,10.534897843653647,6013,"Contra Costa County, California",414417,34626,35128,10656,8.5,379289,23970,Contra Costa County,122000.0,117837.0,126163.0,35.3,0.05213347908025,8.4,1165012,716.896,1625.0781145382316,CA,15.5,9.1,24.3,6013,2023,CA-Contra Costa,6013.0,All,223840,73,0.98,15341.86,10861.08
6015,CA,"Del Norte County, California",2023,3.85,24.04,2896000.0,CA,Del Norte,6.0,4.0,-33.33333333333334,0.2188582867383956,0.1430206000804901,-34.6515033943199,6015,"Del Norte County, California",9522,1310,2171,541,22.8,7351,769,Del Norte County,70231.0,65951.0,74511.0,19.6,0.0824406637261079,12.9,27107,1006.202,26.939918624689675,CA,15.5,11.1,32.7,6015,2023,CA-Del Norte,6015.0,All,6938,71,0.89,10705.21,8450.92
6017,CA,"El Dorado County, California",2023,4.77,29.79,18188000.0,CA,El Dorado,32.0,33.0,3.125,0.1720180362462996,0.1710509210824965,-0.5622173028521082,6017,"El Dorado County, California",76185,6292,4965,1307,6.5,71220,4985,El Dorado County,107063.0,102121.0,112005.0,28.6,0.0363063595195904,8.0,192662,1707.841,112.8102674663508,CA,15.5,7.7,28.1,6017,2023,CA-El Dorado,6017.0,All,51083,73,0.85,12354.35,9407.24
6019,CA,"Fresno County, California",2023,3.51,21.96,114476000.0,CA,Fresno,257.0,253.0,-1.556420233463029,0.2632573544979094,0.252767950296402,-3.984467678600356,6019,"Fresno County, California",324702,57069,70903,28703,21.8,253799,28366,Fresno County,71271.0,69560.0,72982.0,23.5,0.069848661233993,18.3,1016725,5958.383,170.63773846025003,CA,15.5,12.6,36.8,6019,2023,CA-Fresno,6019.0,All,158745,72,1.05,14145.26,12109.81
6021,CA,"Glenn County, California",2023,3.49,21.82,2660000.0,CA,Glenn,8.0,6.0,-25.0,0.2878111898899077,0.2121415734291076,-26.2914087842606,6021,"Glenn County, California",9810,1458,1440,584,14.7,8370,874,Glenn County,64197.0,57452.0,70942.0,22.9,0.0426095820591233,16.0,28494,1313.968,21.685459615454864,CA,15.5,11.3,31.8,6021,2023,CA-Glenn,6021.0,All,6050,73,1,14348.73,11993.65
6023,CA,"Humboldt County, California",2023,4.41,27.58,18916000.0,CA,Humboldt,48.0,40.0,-16.66666666666666,0.3517076075077056,0.2963467836380004,-15.74058186059916,6023,"Humboldt County, California",54922,10261,11540,4891,21.0,43382,5370,Humboldt County,61307.0,58736.0,63878.0,19.0,0.0606314409526237,18.7,134541,3568.025,37.70741516665382,CA,15.5,10.1,33.2,6023,2023,CA-Humboldt,6023.0,All,31749,72,0.84,10471.56,8256.17
6025,CA,"Imperial County, California",2023,3.06,19.15,22464000.0,CA,Imperial,35.0,25.0,-28.57142857142857,0.1945730745792388,0.1386831700801849,-28.724377522385847,6025,"Imperial County, California",49644,9862,14225,5466,28.7,35419,4396,Imperial County,58768.0,55235.0,62301.0,22.1,0.0613367174280879,19.5,180202,4175.528,43.15669778768098,CA,15.5,14.9,38.0,6025,2023,CA-Imperial,6025.0,All,36264,72,1.32,16074.62,14150.14
6027,CA,"Inyo County, California",2023,3.48,21.75,1610000.0,CA,Inyo,5.0,4.0,-20.0,0.2793764173984528,0.2216557711362839,-20.660529188419808,6027,"Inyo County, California",8040,1095,686,374,8.5,7354,721,Inyo County,71656.0,63583.0,79729.0,16.0,0.0554726368159204,10.9,18739,10197.261,1.8376503259061427,CA,15.5,9.1,29.4,6027,2023,CA-Inyo,6027.0,All,4833,74,0.84,13908.61,10833.24
6029,CA,"Kern County, California",2023,3.46,21.59,100717000.0,CA,Kern,187.0,191.0,2.1390374331550888,0.212236151099205,0.2119015455245972,-0.1576572006582676,6029,"Kern County, California",284931,51370,57456,24520,20.2,227475,26850,Kern County,68436.0,66141.0,70731.0,24.4,0.066682810926154,19.1,915075,8134.673,112.49069261911328,CA,15.5,13.0,36.6,6029,2023,CA-Kern,6029.0,All,133619,71,1.1,14536.88,12334.39
6031,CA,"Kings County, California",2023,3.41,21.28,16252000.0,CA,Kings,28.0,39.0,39.28571428571428,0.1875808089971542,0.2554161250591278,36.163249548093525,6031,"Kings County, California",44052,6729,8805,3234,20.0,35247,3495,Kings County,65768.0,60607.0,70929.0,23.0,0.0579542359030237,16.0,153298,1390.972,110.2092637378754,CA,15.5,12.8,35.1,6031,2023,CA-Kings,6031.0,All,19490,72,1.05,12937.13,11252.28
6033,CA,"Lake County, California",2023,4.16,26.0,8769000.0,CA,Lake,24.0,24.0,0.0,0.3755163252353668,0.3722141981124877,-0.8793564755964489,6033,"Lake County, California",26940,4583,6553,2587,24.3,20387,1996,Lake County,57945.0,53681.0,62209.0,32.4,0.0556421677802524,17.0,68152,1255.082,54.30083452714643,CA,15.5,10.5,33.7,6033,2023,CA-Lake,6033.0,All,18283,71,0.98,14257.79,10409.75
6035,CA,"Lassen County, California",2023,4.11,25.66,3495000.0,CA,Lassen,7.0,7.0,0.0,0.2279016822576523,0.233208954334259,2.328755112306125,6035,"Lassen County, California",9247,1278,1239,473,13.4,8008,805,Lassen County,77743.0,73515.0,81971.0,19.5,0.0628311884935654,14.0,30356,4541.369,6.6843280076998814,CA,15.5,10.5,32.1,6035,2023,CA-Lassen,6035.0,All,5560,72,0.8,11252.96,9414.88
6037,CA,"Los Angeles County, California",2023,3.82,23.88,1040411000.0,CA,Los Angeles,1980.0,1908.0,-3.636363636363638,0.196139320731163,0.1918929070234299,-2.164998681500219,6037,"Los Angeles County, California",3416449,477681,493104,179729,14.4,2923345,297952,Los Angeles County,86499.0,85733.0,87265.0,30.4,0.0885990102588974,13.7,9808667,4060.246,2415.7814575767084,CA,15.5,11.7,28.5,6037,2023,CA-Los Angeles,6037.0,All,1678944,73,1.2,19222.99,15515.3
6039,CA,"Madera County, California",2023,4.15,25.96,21067000.0,CA,Madera,38.0,27.0,-28.94736842105263,0.2472445219755173,0.171144962310791,-30.77906804837593,6039,"Madera County, California",45379,7752,9864,3867,21.7,35515,3885,Madera County,66084.0,61331.0,70837.0,27.9,0.0499790652063729,19.2,160940,2136.918,75.31407382033376,CA,15.5,12.5,35.9,6039,2023,CA-Madera,6039.0,All,27244,72,0.97,12455.21,10912.02
6041,CA,"Marin County, California",2023,5.27,32.91,25714000.0,CA,Marin,70.0,75.0,7.14285714285714,0.2684852182865142,0.2914522886276245,8.554314642603856,6041,"Marin County, California",103018,7806,5615,2151,5.5,97403,5655,Marin County,139197.0,132371.0,146023.0,27.4,0.0490885088042866,8.3,257969,520.141,495.9597493756501,CA,15.5,7.1,22.9,6041,2023,CA-Marin,6041.0,All,64429,75,0.87,14616.05,10313.07
6043,CA,"Mariposa County, California",2023,4.15,25.96,1929000.0,CA,Mariposa,5.0,5.0,0.0,0.2857469320297241,0.2913752794265747,1.969696527228204,6043,"Mariposa County, California",7508,985,1003,409,13.4,6505,576,Mariposa County,64352.0,55914.0,72790.0,33.9,0.0462173681406499,14.0,17082,1448.84,11.790121752574477,CA,15.5,9.1,30.0,6043,2023,CA-Mariposa,6043.0,All,5297,73,0.87,12878.51,10349.36
6045,CA,"Mendocino County, California",2023,4.23,26.44,11364000.0,CA,Mendocino,46.0,41.0,-10.86956521739131,0.5268040299415588,0.4764062762260437,-9.566698592094305,6045,"Mendocino County, California",34842,5437,6072,2307,17.4,28770,3130,Mendocino County,65891.0,60908.0,70874.0,21.5,0.0727857183858561,15.4,90244,3506.807,25.73395114130889,CA,15.5,10.0,31.5,6045,2023,CA-Mendocino,6045.0,All,24724,72,0.86,13486.37,10045.04
6047,CA,"Merced County, California",2023,3.59,22.44,34346000.0,CA,Merced,68.0,55.0,-19.11764705882353,0.2543292045593262,0.1969547271728515,-22.55913845438506,6047,"Merced County, California",86055,16320,18102,7806,21.0,67953,8514,Merced County,58962.0,55072.0,62852.0,31.3,0.0730811690198129,19.1,290201,1938.004,149.74220899440868,CA,15.5,13.2,33.0,6047,2023,CA-Merced,6047.0,All,41465,72,1.02,14173.71,10967.51
6049,CA,"Modoc County, California",2023,4.11,25.66,1152000.0,CA,Modoc,4.0,5.0,25.0,0.4465780854225159,0.5705808401107788,27.7673174604933,6049,"Modoc County, California",3267,459,456,186,14.0,2811,273,Modoc County,51996.0,45471.0,58521.0,22.5,0.0471380471380471,17.9,8600,3948.233,2.178189585062482,CA,15.5,10.2,33.1,6049,2023,CA-Modoc,6049.0,All,2800,72,0.84,12900.55,10427.79
6051,CA,"Mono County, California",2023,4.23,26.46,1164000.0,CA,Mono,6.0,6.0,0.0,0.4208754301071167,0.4128251075744628,-1.9127565918031657,6051,"Mono County, California",5744,373,266,126,4.6,5478,247,Mono County,82973.0,72523.0,93423.0,17.1,0.0414345403899721,8.6,13148,3048.904,4.312369297295028,CA,15.5,8.7,29.6,6051,2023,CA-Mono,6051.0,All,2200,73,0.74,11797.47,9147.48
6053,CA,"Monterey County, California",2023,3.76,23.46,43986000.0,CA,Monterey,112.0,121.0,8.03571428571428,0.2584003210067749,0.2808037102222443,8.670031495387342,6053,"Monterey County, California",132489,15708,12764,4114,9.6,119725,11594,Monterey County,86809.0,83139.0,90479.0,25.4,0.04727939678011,12.7,437613,3281.718,133.34875208655956,CA,15.5,11.3,27.5,6053,2023,CA-Monterey,6053.0,All,73816,73,0.94,14275.8,10103.65
6055,CA,"Napa County, California",2023,4.61,28.81,13326000.0,CA,Napa,40.0,37.0,-7.499999999999996,0.2841353118419647,0.2721288502216339,-4.225614036670232,6055,"Napa County, California",49763,4100,3425,1012,6.9,46338,3088,Napa County,100469.0,92506.0,108432.0,24.9,0.0482085083294817,8.5,134869,751.975,179.35303700255992,CA,15.5,8.9,28.0,6055,2023,CA-Napa,6055.0,All,32094,74,0.96,14852.56,10818.24
6057,CA,"Nevada County, California",2023,5.05,31.56,11564000.0,CA,Nevada,25.0,29.0,15.999999999999988,0.2526809573173522,0.2911471128463745,15.22321109489506,6057,"Nevada County, California",42865,5198,3454,1271,8.1,39411,3927,Nevada County,87142.0,82265.0,92019.0,23.6,0.0422722500874839,11.0,102481,957.76,107.0007099899766,CA,15.5,7.8,27.5,6057,2023,CA-Nevada,6057.0,All,31803,73,0.82,11254.16,8957.8
6059,CA,"Orange County, California",2023,3.96,24.74,270064000.0,CA,Orange,496.0,509.0,2.620967741935476,0.1567498743534088,0.1607271879911423,2.537363206279952,6059,"Orange County, California",1082960,105401,91924,27033,8.5,991036,78368,Orange County,109768.0,108016.0,111520.0,26.7,0.0476222575164364,9.5,3165820,792.861,3992.906701174607,CA,15.5,9.5,25.3,6059,2023,CA-Orange,6059.0,All,585248,75,1.1,15679.95,13249.71
6061,CA,"Placer County, California",2023,4.39,27.46,33009000.0,CA,Placer,64.0,65.0,1.5625,0.1688449382781981,0.1613103300333023,-4.46244247635158,6061,"Placer County, California",157954,11831,9051,2644,5.7,148903,9187,Placer County,110020.0,105620.0,114420.0,27.4,0.0417969788672651,6.8,419156,1407.084,297.8898203660904,CA,15.5,7.6,26.3,6061,2023,CA-Placer,6061.0,All,98182,74,0.92,13931.21,10822.57
6063,CA,"Plumas County, California",2023,4.11,25.66,2242000.0,CA,Plumas,9.0,11.0,22.22222222222223,0.4815151691436768,0.57995468378067,20.44369958521921,6063,"Plumas County, California",8054,835,1085,417,13.5,6969,418,Plumas County,64121.0,57185.0,71057.0,19.8,0.0656816488701266,10.6,19423,2553.062,7.6077275052466415,CA,15.5,8.7,29.5,6063,2023,CA-Plumas,6063.0,All,6803,73,0.78,11760.9,9736.16
6065,CA,"Riverside County, California",2023,3.55,22.16,198292000.0,CA,Riverside,349.0,353.0,1.1461318051575913,0.146744579076767,0.1418133080005646,-3.360445140275115,6065,"Riverside County, California",775335,84094,97172,27204,12.5,678163,56890,Riverside County,90251.0,88878.0,91624.0,33.8,0.0430072162355626,10.6,2478600,7209.253,343.808158764854,CA,15.5,11.1,36.2,6065,2023,CA-Riverside,6065.0,All,436200,72,1.08,15526.45,12949.26
6067,CA,"Sacramento County, California",2023,3.79,23.69,147790000.0,CA,Sacramento,275.0,294.0,6.909090909090909,0.1819503903388977,0.1885647624731064,3.6352613049572815,6067,"Sacramento County, California",571057,68493,81145,29623,14.2,489912,38870,Sacramento County,89984.0,88375.0,91593.0,27.3,0.0657307414146048,12.5,1594006,965.28,1651.3405436764465,CA,15.5,10.6,31.7,6067,2023,CA-Sacramento,6067.0,All,290673,71,1.05,14963.17,10942.04
6069,CA,"San Benito County, California",2023,4.56,28.5,6519000.0,CA,San Benito,9.0,9.0,0.0,0.1518474817276001,0.1405042558908463,-7.470144191855954,6069,"San Benito County, California",20561,1581,2169,476,10.5,18392,1105,San Benito County,105112.0,98796.0,111428.0,36.6,0.0302514469140606,6.7,67290,1388.652,48.4570648369786,CA,15.5,10.4,31.0,6069,2023,CA-San Benito,6069.0,All,10580,73,0.97,14892.44,10726.15
6071,CA,"San Bernardino County, California",2023,3.4,21.27,187981000.0,CA,San Bernardino,309.0,308.0,-0.3236245954692518,0.145020991563797,0.1406917572021484,-2.9852466977127614,6071,"San Bernardino County, California",674915,89620,106798,36337,15.8,568117,53283,San Bernardino County,84576.0,82853.0,86299.0,32.6,0.0462665669010171,13.3,2197104,20068.167,109.48204686556574,CA,15.5,12.3,38.1,6071,2023,CA-San Bernardino,6071.0,All,341101,70,1.14,15670.05,12879.31
6073,CA,"San Diego County, California",2023,3.84,24.02,287566000.0,CA,San Diego,579.0,577.0,-0.3454231433506094,0.1751646250486373,0.1731470823287963,-1.151798041003316,6073,"San Diego County, California",1171278,115837,116541,38331,9.9,1054737,77506,San Diego County,103476.0,102355.0,104597.0,25.5,0.0549041303601706,10.3,3288774,4210.46,781.0961272640044,CA,15.5,9.8,23.9,6073,2023,CA-San Diego,6073.0,All,606776,73,0.99,14292.08,11889.63
6075,CA,"San Francisco County, California",2023,4.97,31.09,100119000.0,CA,San Francisco,358.0,347.0,-3.072625698324027,0.4108600318431854,0.4004126489162445,-2.542808284386355,6075,"San Francisco County, California",363970,42654,41556,18472,11.4,322414,24182,San Francisco County,125456.0,120601.0,130311.0,30.4,0.3016210127208286,11.2,830235,46.7,17778.051391862955,CA,15.5,9.1,18.7,6075,2023,CA-San Francisco,6075.0,All,160739,74,1.03,15986.5,9948.38
6077,CA,"San Joaquin County, California",2023,3.77,23.54,76505000.0,CA,San Joaquin,160.0,184.0,14.999999999999988,0.2183817327022551,0.2395936250686646,9.713217357483783,6077,"San Joaquin County, California",245250,30081,38226,12436,15.6,207024,17645,San Joaquin County,86211.0,83151.0,89271.0,34.1,0.0510825688073394,12.4,797334,1392.238,572.6994953449051,CA,15.5,11.8,33.3,6077,2023,CA-San Joaquin,6077.0,All,126613,72,1.05,14844.64,11056.96
6079,CA,"San Luis Obispo County, California",2023,4.41,27.53,27711000.0,CA,San Luis Obispo,69.0,60.0,-13.04347826086957,0.2447815388441086,0.2125782519578934,-13.15592958451175,6079,"San Luis Obispo County, California",109503,13169,8972,3095,8.2,100531,10074,San Luis Obispo County,89809.0,85787.0,93831.0,22.3,0.0378619763842086,12.9,281555,3300.842,85.29793307283414,CA,15.5,8.9,30.5,6079,2023,CA-San Luis Obispo,6079.0,All,73226,73,0.83,11782.64,9804.78
6081,CA,"San Mateo County, California",2023,4.64,28.99,62614000.0,CA,San Mateo,182.0,181.0,-0.5494505494505475,0.2370013892650604,0.2386892884969711,0.7121895939702582,6081,"San Mateo County, California",264419,17036,13399,3379,5.1,251020,13657,San Mateo County,151004.0,147822.0,154186.0,26.4,0.0575941970887114,6.7,742340,448.606,1654.7705558998318,CA,15.5,8.8,21.0,6081,2023,CA-San Mateo,6081.0,All,141301,75,0.89,14290.48,9876.57
6083,CA,"Santa Barbara County, California",2023,3.82,23.85,42035000.0,CA,Santa Barbara,120.0,124.0,3.333333333333344,0.270202100276947,0.2787982821464539,3.181389730389239,6083,"Santa Barbara County, California",149608,19709,16287,6460,10.9,133321,13249,Santa Barbara County,90155.0,86590.0,93720.0,20.8,0.0593617988342869,14.7,443701,2733.941,162.29355351852877,CA,15.5,10.4,30.1,6083,2023,CA-Santa Barbara,6083.0,All,85713,74,0.96,13034.86,10417.38
6085,CA,"Santa Clara County, California",2023,4.31,26.94,153576000.0,CA,Santa Clara,348.0,334.0,-4.022988505747128,0.1804844439029693,0.1751345694065094,-2.964174851177825,6085,"Santa Clara County, California",659353,47303,43418,12751,6.6,615935,34552,Santa Clara County,154573.0,151645.0,157501.0,26.2,0.0598313801560014,7.1,1902047,1291.084,1473.2170796013272,CA,15.5,9.0,18.5,6085,2023,CA-Santa Clara,6085.0,All,303511,75,0.96,15974.06,10708.93
6087,CA,"Santa Cruz County, California",2023,4.88,30.52,30568000.0,CA,Santa Cruz,71.0,65.0,-8.450704225352112,0.2586747109889984,0.2408076375722885,-6.90715893656485,6087,"Santa Cruz County, California",96898,10854,9588,3503,9.9,87310,7351,Santa Cruz County,102723.0,96853.0,108593.0,25.7,0.0518792957542983,11.6,264926,445.106,595.1975484491335,CA,15.5,8.8,25.2,6087,2023,CA-Santa Cruz,6087.0,All,58262,73,0.88,13391.93,9649.26
6089,CA,"Shasta County, California",2023,3.91,24.4,19661000.0,CA,Shasta,35.0,41.0,17.14285714285715,0.1959774196147919,0.2290157377719878,16.85822694376491,6089,"Shasta County, California",71232,9766,9569,4060,13.4,61663,5706,Shasta County,71935.0,67289.0,76581.0,19.8,0.0633984725965858,13.3,181436,3775.651,48.05422958848686,CA,15.5,9.2,30.9,6089,2023,CA-Shasta,6089.0,All,50190,72,0.91,12113.99,9885.28
6091,CA,"Sierra County, California",2023,5.05,31.56,354000.0,CA,Sierra,1.0,,,0.3382949829101563,,,6091,"Sierra County, California",1219,84,119,4,9.8,1100,80,Sierra County,67675.0,58751.0,76599.0,24.3,0.0648072190319934,4.4,2746,953.168,2.880919208366206,CA,15.5,8.6,29.8,6091,2023,CA-Sierra,6091.0,All,914,73,0.85,11840.92,9851.75
6093,CA,"Siskiyou County, California",2023,3.83,23.95,5092000.0,CA,Siskiyou,19.0,14.0,-26.31578947368422,0.4377678334712982,0.323736846446991,-26.04827908896225,6093,"Siskiyou County, California",19079,3319,2953,1339,15.5,16126,1980,Siskiyou County,58975.0,53910.0,64040.0,21.2,0.0612715551129514,16.4,43466,6278.767,6.922696765145131,CA,15.5,9.9,32.8,6093,2023,CA-Siskiyou,6093.0,All,14464,72,0.78,10531.05,8401.77
6095,CA,"Solano County, California",2023,3.81,23.8,38078000.0,CA,Solano,72.0,73.0,1.388888888888884,0.1640711575746536,0.1633347123861312,-0.4488571906291594,6095,"Solano County, California",157512,16277,17882,6092,11.4,139630,10185,Solano County,99117.0,95455.0,102779.0,31.0,0.0494946416780943,10.0,451918,821.736,549.9552167606141,CA,15.5,10.2,29.9,6095,2023,CA-Solano,6095.0,All,90937,72,0.98,14561.23,10125.67
6097,CA,"Sonoma County, California",2023,4.56,28.52,47741000.0,CA,Sonoma,140.0,141.0,0.7142857142857117,0.2786374688148499,0.2878614366054534,3.310383140442896,6097,"Sonoma County, California",190998,17032,15299,5126,8.0,175699,11906,Sonoma County,100157.0,97064.0,103250.0,25.1,0.0482884637535471,8.9,485040,1575.337,307.8960247870773,CA,15.5,8.4,28.6,6097,2023,CA-Sonoma,6097.0,All,119326,73,0.94,14875.81,10581.93
6099,CA,"Stanislaus County, California",2023,3.8,23.73,56646000.0,CA,Stanislaus,131.0,124.0,-5.343511450381677,0.2430489808320998,0.225421354174614,-7.252705441156848,6099,"Stanislaus County, California",177874,24248,27603,9807,15.5,150271,14441,Stanislaus County,81582.0,78802.0,84362.0,30.8,0.0555674241316887,13.5,553990,1496.15,370.2770444139959,CA,15.5,11.6,34.8,6099,2023,CA-Stanislaus,6099.0,All,95790,71,1.05,14422.92,11368.15
6101,CA,"Sutter County, California",2023,3.62,22.63,10793000.0,CA,Sutter,21.0,22.0,4.761904761904767,0.219277635216713,0.228251278400421,4.092365906281104,6101,"Sutter County, California",33292,4944,4385,1472,13.2,28907,3472,Sutter County,71968.0,66402.0,77534.0,27.1,0.0553586447194521,14.4,98857,602.696,164.02464924273596,CA,15.5,11.0,31.6,6101,2023,CA-Sutter,6101.0,All,19067,73,0.99,13868.9,10794.11
6103,CA,"Tehama County, California",2023,3.66,22.85,7028000.0,CA,Tehama,10.0,10.0,0.0,0.1575597077608109,0.1550531834363937,-1.590840932646453,6103,"Tehama County, California",24788,3950,3457,1544,13.9,21331,2406,Tehama County,58333.0,52122.0,64544.0,23.4,0.061400677747297,15.6,65167,2949.137,22.09697277542549,CA,15.5,10.7,34.2,6103,2023,CA-Tehama,6103.0,All,15708,72,0.89,11467.59,9297.4
6105,CA,"Trinity County, California",2023,3.91,24.4,1888000.0,CA,Trinity,9.0,7.0,-22.22222222222222,0.7016449570655822,0.573018968105316,-18.33206205859519,6105,"Trinity County, California",5585,1015,619,291,11.1,4966,724,Trinity County,52079.0,45459.0,58699.0,27.2,0.0551477170993733,20.7,15860,3179.268,4.988569695917425,CA,15.5,10.7,33.0,6105,2023,CA-Trinity,6105.0,All,3691,72,0.81,11134.31,8691.68
6107,CA,"Tulare County, California",2023,3.48,21.75,54090000.0,CA,Tulare,119.0,112.0,-5.882352941176472,0.259264349937439,0.238969013094902,-7.828047646131918,6107,"Tulare County, California",143195,23265,34511,12576,24.1,108684,10689,Tulare County,71368.0,68543.0,74193.0,23.7,0.045301861098502,17.9,478693,4823.899,99.23362823309526,CA,15.5,13.6,35.5,6107,2023,CA-Tulare,6107.0,All,70148,72,1.03,12834.26,11076.69
