GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap
18043,"Floyd County, Indiana",31916,3396,2417,1477,7.6,29499,1919
18045,"Fountain County, Indiana",6941,891,610,323,8.8,6331,568
18047,"Franklin County, Indiana",9211,736,420,230,4.6,8791,506
18049,"Fulton County, Indiana",8051,1169,996,499,12.4,7055,670
18051,"Gibson County, Indiana",13438,1401,1096,505,8.2,12342,896
18053,"Grant County, Indiana",26773,4841,3698,2212,13.8,23075,2629
18055,"Greene County, Indiana",13107,1766,1404,798,10.7,11703,968
18057,"Hamilton County, Indiana",137252,6700,3433,1392,2.5,133819,5308
18059,"Hancock County, Indiana",33474,1829,1517,341,4.5,31957,1488
18061,"Harrison County, Indiana",15497,1349,935,325,6.0,14562,1024
18063,"Hendricks County, Indiana",67110,4001,2220,681,3.3,64890,3320
18065,"Henry County, Indiana",18642,2323,1889,1061,10.1,16753,1262
18067,"Howard County, Indiana",35593,4884,4070,2143,11.4,31523,2741
18069,"Huntington County, Indiana",15403,1518,1692,652,11.0,13711,866
18071,"Jackson County, Indiana",18138,2353,1571,812,8.7,16567,1541
18073,"Jasper County, Indiana",12755,1149,685,279,5.4,12070,870
18075,"Jay County, Indiana",7807,1158,757,406,9.7,7050,752
18077,"Jefferson County, Indiana",12790,1687,1274,799,10.0,11516,888
18079,"Jennings County, Indiana",10944,1352,873,533,8.0,10071,819
18081,"Johnson County, Indiana",62554,5153,4075,1505,6.5,58479,3648
18083,"Knox County, Indiana",15169,2392,1963,1190,12.9,13206,1202
18085,"Kosciusko County, Indiana",31934,3194,1652,646,5.2,30282,2548
18087,"LaGrange County, Indiana",12897,989,597,354,4.6,12300,635
18089,"Lake County, Indiana",195130,28111,25127,12432,12.9,170003,15679
18091,"LaPorte County, Indiana",43633,5454,4318,1861,9.9,39315,3593
18093,"Lawrence County, Indiana",19135,2642,1583,973,8.3,17552,1669
18095,"Madison County, Indiana",53429,7083,7365,3175,13.8,46064,3908
18097,"Marion County, Indiana",400432,58215,49932,24423,12.5,350500,33792
18099,"Marshall County, Indiana",17758,1902,1133,430,6.4,16625,1472
18101,"Martin County, Indiana",3904,559,284,271,7.3,3620,288
18103,"Miami County, Indiana",13318,1890,1539,782,11.6,11779,1108
18105,"Monroe County, Indiana",59236,12224,3564,2030,6.0,55672,10194
18107,"Montgomery County, Indiana",15602,1610,1442,706,9.2,14160,904
18109,"Morgan County, Indiana",28279,2629,2209,1079,7.8,26070,1550
18111,"Newton County, Indiana",5726,786,486,230,8.5,5240,556
18113,"Noble County, Indiana",18179,1697,923,491,5.1,17256,1206
18115,"Ohio County, Indiana",2619,261,90,65,3.4,2529,196
18117,"Orange County, Indiana",7970,1196,920,569,11.5,7050,627
18119,"Owen County, Indiana",8618,1036,838,315,9.7,7780,721
18121,"Parke County, Indiana",6147,899,781,362,12.7,5366,537
18123,"Perry County, Indiana",7758,1193,801,503,10.3,6957,690
18125,"Pike County, Indiana",5021,568,478,260,9.5,4543,308
18127,"Porter County, Indiana",68639,6700,3825,1841,5.6,64814,4859
18129,"Posey County, Indiana",10533,1061,735,272,7.0,9798,789
18131,"Pulaski County, Indiana",4950,678,401,192,8.1,4549,486
18133,"Putnam County, Indiana",14142,1277,1150,518,8.1,12992,759
18135,"Randolph County, Indiana",10364,1575,1552,784,15.0,8812,791
18137,"Ripley County, Indiana",11531,1326,845,565,7.3,10686,761
18139,"Rush County, Indiana",6746,795,674,237,10.0,6072,558
18141,"St. Joseph County, Indiana",107252,14851,10469,5676,9.8,96783,9175
18143,"Scott County, Indiana",9848,1549,1400,630,14.2,8448,919
18145,"Shelby County, Indiana",18450,2511,1486,601,8.1,16964,1910
18147,"Spencer County, Indiana",8078,656,540,194,6.7,7538,462
18149,"Starke County, Indiana",8983,1376,1121,666,12.5,7862,710
18151,"Steuben County, Indiana",14058,1443,999,505,7.1,13059,938
18153,"Sullivan County, Indiana",7832,1120,863,435,11.0,6969,685
18155,"Switzerland County, Indiana",3875,417,502,144,13.0,3373,273
18157,"Tippecanoe County, Indiana",75808,14864,5470,2877,7.2,70338,11987
18159,"Tipton County, Indiana",6266,606,421,167,6.7,5845,439
18161,"Union County, Indiana",2940,256,182,100,6.2,2758,156
18163,"Vanderburgh County, Indiana",78270,10797,8778,4360,11.2,69492,6437
18165,"Vermillion County, Indiana",6594,1076,757,405,11.5,5837,671
18167,"Vigo County, Indiana",42399,8151,5726,3261,13.5,36673,4890
18169,"Wabash County, Indiana",12674,1425,898,570,7.1,11776,855
18171,"Warren County, Indiana",3359,277,250,130,7.4,3109,147
18173,"Warrick County, Indiana",25163,1958,911,437,3.6,24252,1521
18175,"Washington County, Indiana",11229,1415,1235,493,11.0,9994,922
18177,"Wayne County, Indiana",26975,4928,4080,2303,15.1,22895,2625
18179,"Wells County, Indiana",11546,976,666,314,5.8,10880,662
18181,"White County, Indiana",10254,1059,637,312,6.2,9617,747
18183,"Whitley County, Indiana",14029,1280,906,441,6.5,13123,839
19001,"Adair County, Iowa",3236,337,318,150,9.8,2918,187
19003,"Adams County, Iowa",1540,168,146,73,9.5,1394,95
19005,"Allamakee County, Iowa",5950,600,494,203,8.3,5456,397
19007,"Appanoose County, Iowa",5199,806,689,369,13.3,4510,437
19009,"Audubon County, Iowa",2596,301,218,105,8.4,2378,196
19011,"Benton County, Iowa",10202,904,491,235,4.8,9711,669
19013,"Black Hawk County, Iowa",54563,7692,6077,3102,11.1,48486,4590
19015,"Boone County, Iowa",10936,830,524,177,4.8,10412,653
19017,"Bremer County, Iowa",9716,826,518,251,5.3,9198,575
19019,"Buchanan County, Iowa",8252,803,544,293,6.6,7708,510
19021,"Buena Vista County, Iowa",7546,495,754,190,10.0,6792,305
19023,"Butler County, Iowa",5863,590,411,212,7.0,5452,378
19025,"Calhoun County, Iowa",3993,403,378,155,9.5,3615,248
19027,"Carroll County, Iowa",8801,802,522,276,5.9,8279,526
19029,"Cass County, Iowa",5844,857,699,302,12.0,5145,555
19031,"Cedar County, Iowa",7622,597,497,237,6.5,7125,360
19033,"Cerro Gordo County, Iowa",19538,2352,1760,882,9.0,17778,1470
19035,"Cherokee County, Iowa",5045,581,353,172,7.0,4692,409
19037,"Chickasaw County, Iowa",4997,507,249,111,5.0,4748,396
19039,"Clarke County, Iowa",4071,349,469,154,11.5,3602,195
19041,"Clay County, Iowa",7282,771,683,312,9.4,6599,459
19043,"Clayton County, Iowa",7509,832,504,271,6.7,7005,561
19045,"Clinton County, Iowa",19506,2454,2491,1264,12.8,17015,1190
19047,"Crawford County, Iowa",6331,842,666,282,10.5,5665,560
19049,"Dallas County, Iowa",42471,2865,2337,907,5.5,40134,1958
19051,"Davis County, Iowa",3201,271,215,64,6.7,2986,207
19053,"Decatur County, Iowa",3055,430,297,143,9.7,2758,287
19055,"Delaware County, Iowa",7369,745,630,332,8.5,6739,413
19057,"Des Moines County, Iowa",17178,2411,1955,1039,11.4,15223,1372
19059,"Dickinson County, Iowa",8845,671,397,153,4.5,8448,518
19061,"Dubuque County, Iowa",40989,4371,3275,1584,8.0,37714,2787
19063,"Emmet County, Iowa",4063,474,344,178,8.5,3719,296
19065,"Fayette County, Iowa",8342,1025,695,399,8.3,7647,626
19067,"Floyd County, Iowa",6503,817,540,236,8.3,5963,581
19069,"Franklin County, Iowa",4198,548,289,149,6.9,3909,399
19071,"Fremont County, Iowa",2823,291,329,152,11.7,2494,139
19073,"Greene County, Iowa",3922,343,321,90,8.2,3601,253
19075,"Grundy County, Iowa",5117,421,226,143,4.4,4891,278
19077,"Guthrie County, Iowa",4600,445,365,178,7.9,4235,267
19079,"Hamilton County, Iowa",6434,671,517,109,8.0,5917,562
19081,"Hancock County, Iowa",4673,513,306,146,6.5,4367,367
19083,"Hardin County, Iowa",7038,839,588,253,8.4,6450,586
19085,"Harrison County, Iowa",6089,447,393,148,6.5,5696,299
19087,"Henry County, Iowa",7644,907,689,340,9.0,6955,567
19089,"Howard County, Iowa",3773,378,245,178,6.5,3528,200
19091,"Humboldt County, Iowa",4219,549,476,231,11.3,3743,318
19093,"Ida County, Iowa",3050,390,232,97,7.6,2818,293
19095,"Iowa County, Iowa",6909,545,450,168,6.5,6459,377
19097,"Jackson County, Iowa",8242,861,865,376,10.5,7377,485
19099,"Jasper County, Iowa",15010,1223,1105,394,7.4,13905,829
19101,"Jefferson County, Iowa",6952,1160,899,365,12.9,6053,795
19103,"Johnson County, Iowa",63341,10111,3824,1957,6.0,59517,8154
19105,"Jones County, Iowa",8198,878,868,394,10.6,7330,484
19107,"Keokuk County, Iowa",4068,504,381,199,9.4,3687,305
19109,"Kossuth County, Iowa",6543,556,304,135,4.6,6239,421
19111,"Lee County, Iowa",14323,2029,1939,1026,13.5,12384,1003
19113,"Linn County, Iowa",95600,9105,7780,3122,8.1,87820,5983
19115,"Louisa County, Iowa",4237,397,581,184,13.7,3656,213
19117,"Lucas County, Iowa",3708,548,367,213,9.9,3341,335
19119,"Lyon County, Iowa",4479,322,144,63,3.2,4335,259
19121,"Madison County, Iowa",6696,534,408,234,6.1,6288,300
19123,"Mahaska County, Iowa",8743,1061,1134,497,13.0,7609,564
19125,"Marion County, Iowa",13316,1381,1057,413,7.9,12259,968
19127,"Marshall County, Iowa",15496,1637,1425,532,9.2,14071,1105
19129,"Mills County, Iowa",5394,507,350,161,6.5,5044,346
19131,"Mitchell County, Iowa",4597,490,352,116,7.7,4245,374
19133,"Monona County, Iowa",3878,438,340,116,8.8,3538,322
19135,"Monroe County, Iowa",3089,302,241,94,7.8,2848,208
19137,"Montgomery County, Iowa",4585,762,667,424,14.5,3918,338
19139,"Muscatine County, Iowa",17345,2453,2093,1110,12.1,15252,1343
19141,"O'Brien County, Iowa",5809,662,450,237,7.7,5359,425
19143,"Osceola County, Iowa",2634,371,228,115,8.7,2406,256
19145,"Page County, Iowa",6255,980,798,390,12.8,5457,590
19147,"Palo Alto County, Iowa",3782,455,380,189,10.0,3402,266
19149,"Plymouth County, Iowa",10313,845,683,305,6.6,9630,540
19151,"Pocahontas County, Iowa",3000,333,229,83,7.6,2771,250
19153,"Polk County, Iowa",205358,20265,20165,8159,9.8,185193,12106
19155,"Pottawattamie County, Iowa",37642,4352,3693,1694,9.8,33949,2658
19157,"Poweshiek County, Iowa",7804,960,735,304,9.4,7069,656
19159,"Ringgold County, Iowa",1899,228,249,118,13.1,1650,110
19161,"Sac County, Iowa",4302,443,321,102,7.5,3981,341
19163,"Scott County, Iowa",73132,8241,7544,3377,10.3,65588,4864
19165,"Shelby County, Iowa",4882,509,356,175,7.3,4526,334
19167,"Sioux County, Iowa",12690,984,360,113,2.8,12330,871
19169,"Story County, Iowa",38904,6936,1780,881,4.6,37124,6055
19171,"Tama County, Iowa",6720,934,647,328,9.6,6073,606
19173,"Taylor County, Iowa",2488,308,252,113,10.1,2236,195
19175,"Union County, Iowa",5116,695,890,358,17.4,4226,337
19177,"Van Buren County, Iowa",2896,481,232,96,8.0,2664,385
19179,"Wapello County, Iowa",13997,2143,2148,921,15.3,11849,1222
19181,"Warren County, Iowa",20679,1385,1270,430,6.1,19409,955
19183,"Washington County, Iowa",8972,753,728,378,8.1,8244,375
19185,"Wayne County, Iowa",2565,278,264,97,10.3,2301,181
19187,"Webster County, Iowa",15375,2060,1691,819,11.0,13684,1241
19189,"Winnebago County, Iowa",4641,561,466,217,10.0,4175,344
19191,"Winneshiek County, Iowa",8139,837,256,80,3.1,7883,757
19193,"Woodbury County, Iowa",40699,6088,5147,2612,12.6,35552,3476
19195,"Worth County, Iowa",3178,288,212,115,6.7,2966,173
19197,"Wright County, Iowa",5353,696,511,307,9.5,4842,389
20001,"Allen County, Kansas",5011,521,467,208,9.3,4544,313
20003,"Anderson County, Kansas",3208,343,167,100,5.2,3041,243
20005,"Atchison County, Kansas",5735,850,626,281,10.9,5109,569
20007,"Barber County, Kansas",1828,187,52,33,2.8,1776,154
20009,"Barton County, Kansas",10380,1497,724,342,7.0,9656,1155
20011,"Bourbon County, Kansas",5840,864,455,277,7.8,5385,587
20013,"Brown County, Kansas",3794,570,439,236,11.6,3355,334
20015,"Butler County, Kansas",25338,2390,1641,1031,6.5,23697,1359
20017,"Chase County, Kansas",1147,97,64,22,5.6,1083,75
20019,"Chautauqua County, Kansas",1356,190,190,70,14.0,1166,120
20021,"Cherokee County, Kansas",7887,1354,1035,579,13.1,6852,775
20023,"Cheyenne County, Kansas",1210,163,47,24,3.9,1163,139
20025,"Clark County, Kansas",788,77,38,20,4.8,750,57
20027,"Clay County, Kansas",3522,480,252,151,7.2,3270,329
20029,"Cloud County, Kansas",3819,386,190,108,5.0,3629,278
20031,"Coffey County, Kansas",3545,377,306,163,8.6,3239,214
20033,"Comanche County, Kansas",824,80,62,25,7.5,762,55
20035,"Cowley County, Kansas",13387,1967,1556,780,11.6,11831,1187
20037,"Crawford County, Kansas",15838,3288,1886,1280,11.9,13952,2008
20039,"Decatur County, Kansas",1327,130,68,23,5.1,1259,107
20041,"Dickinson County, Kansas",8016,703,458,180,5.7,7558,523
20043,"Doniphan County, Kansas",2724,358,204,127,7.5,2520,231
20045,"Douglas County, Kansas",50406,8100,2652,1404,5.3,47754,6696
20047,"Edwards County, Kansas",1162,204,52,39,4.5,1110,165
20049,"Elk County, Kansas",999,112,73,32,7.3,926,80
20051,"Ellis County, Kansas",12251,2353,736,475,6.0,11515,1878
20053,"Ellsworth County, Kansas",2453,266,164,111,6.7,2289,155
20055,"Finney County, Kansas",13229,1493,1503,680,11.4,11726,813
20057,"Ford County, Kansas",11796,1495,870,473,7.4,10926,1022
20059,"Franklin County, Kansas",10409,957,594,289,5.7,9815,668
20061,"Geary County, Kansas",14158,2224,1297,626,9.2,12861,1598
20063,"Gove County, Kansas",1168,93,31,5,2.7,1137,88
20065,"Graham County, Kansas",1191,225,74,67,6.2,1117,158
20067,"Grant County, Kansas",2379,199,34,14,1.4,2345,185
20069,"Gray County, Kansas",2136,125,46,31,2.2,2090,94
20071,"Greeley County, Kansas",541,40,11,5,2.0,530,35
20073,"Greenwood County, Kansas",2666,412,324,185,12.2,2342,227
20075,"Hamilton County, Kansas",757,120,22,0,2.9,735,120
20077,"Harper County, Kansas",2206,373,217,107,9.8,1989,266
20079,"Harvey County, Kansas",13700,1324,785,416,5.7,12915,908
20081,"Haskell County, Kansas",1403,135,38,0,2.7,1365,135
20083,"Hodgeman County, Kansas",697,53,30,11,4.3,667,42
20085,"Jackson County, Kansas",5013,378,348,130,6.9,4665,248
20087,"Jefferson County, Kansas",7412,568,222,63,3.0,7190,505
20089,"Jewell County, Kansas",1317,131,62,30,4.7,1255,101
20091,"Johnson County, Kansas",249531,14634,5014,2132,2.0,244517,12502
20093,"Kearny County, Kansas",1427,88,78,36,5.5,1349,52
20095,"Kingman County, Kansas",3166,330,207,117,6.5,2959,213
20097,"Kiowa County, Kansas",955,60,41,13,4.3,914,47
20099,"Labette County, Kansas",8078,1175,755,348,9.3,7323,827
20101,"Lane County, Kansas",709,65,20,0,2.8,689,65
20103,"Leavenworth County, Kansas",30164,2801,1698,747,5.6,28466,2054
20105,"Lincoln County, Kansas",1278,174,84,54,6.6,1194,120
20107,"Linn County, Kansas",4348,475,360,142,8.3,3988,333
20109,"Logan County, Kansas",1241,186,98,65,7.9,1143,121
20111,"Lyon County, Kansas",13481,1976,873,368,6.5,12608,1608
20113,"McPherson County, Kansas",12162,1191,328,203,2.7,11834,988
20115,"Marion County, Kansas",4750,473,290,93,6.1,4460,380
20117,"Marshall County, Kansas",4176,522,160,99,3.8,4016,423
20119,"Meade County, Kansas",1502,195,97,46,6.5,1405,149
20121,"Miami County, Kansas",13738,1217,312,192,2.3,13426,1025
20123,"Mitchell County, Kansas",2680,298,137,121,5.1,2543,177
20125,"Montgomery County, Kansas",12880,2218,1510,897,11.7,11370,1321
20127,"Morris County, Kansas",2550,295,100,59,3.9,2450,236
20129,"Morton County, Kansas",972,155,79,39,8.1,893,116
20131,"Nemaha County, Kansas",4031,321,134,45,3.3,3897,276
20133,"Neosho County, Kansas",6464,1013,625,360,9.7,5839,653
20135,"Ness County, Kansas",1161,118,38,34,3.3,1123,84
20137,"Norton County, Kansas",2000,167,162,62,8.1,1838,105
20139,"Osage County, Kansas",6432,657,464,224,7.2,5968,433
20141,"Osborne County, Kansas",1579,147,129,64,8.2,1450,83
20143,"Ottawa County, Kansas",2408,285,178,98,7.4,2230,187
20145,"Pawnee County, Kansas",2391,246,60,40,2.5,2331,206
20147,"Phillips County, Kansas",2273,336,141,94,6.2,2132,242
20149,"Pottawatomie County, Kansas",9381,781,409,156,4.4,8972,625
20151,"Pratt County, Kansas",3468,481,176,78,5.1,3292,403
20153,"Rawlins County, Kansas",1170,78,109,14,9.3,1061,64
20155,"Reno County, Kansas",25592,3333,2127,1010,8.3,23465,2323
20157,"Republic County, Kansas",1996,197,90,35,4.5,1906,162
20159,"Rice County, Kansas",3714,398,269,126,7.2,3445,272
20161,"Riley County, Kansas",27695,5913,1843,1161,6.7,25852,4752
20163,"Rooks County, Kansas",2136,165,77,30,3.6,2059,135
20165,"Rush County, Kansas",1387,156,88,53,6.3,1299,103
20167,"Russell County, Kansas",3100,475,471,197,15.2,2629,278
20169,"Saline County, Kansas",22523,3503,1995,1276,8.9,20528,2227
20171,"Scott County, Kansas",2289,123,205,17,9.0,2084,106
20173,"Sedgwick County, Kansas",206768,27539,19278,10015,9.3,187490,17524
20175,"Seward County, Kansas",7257,798,711,323,9.8,6546,475
20177,"Shawnee County, Kansas",75458,9621,6756,3335,9.0,68702,6286
20179,"Sheridan County, Kansas",987,73,40,23,4.1,947,50
20181,"Sherman County, Kansas",2449,250,85,81,3.5,2364,169
20183,"Smith County, Kansas",1578,131,89,39,5.6,1489,92
20185,"Stafford County, Kansas",1579,171,52,21,3.3,1527,150
20187,"Stanton County, Kansas",856,3,42,0,4.9,814,3
20189,"Stevens County, Kansas",1888,163,11,4,0.6,1877,159
20191,"Sumner County, Kansas",8970,1081,887,431,9.9,8083,650
20193,"Thomas County, Kansas",3139,273,119,97,3.8,3020,176
20195,"Trego County, Kansas",1367,79,73,29,5.3,1294,50
20197,"Wabaunsee County, Kansas",2684,251,124,70,4.6,2560,181
20199,"Wallace County, Kansas",599,62,43,35,7.2,556,27
20201,"Washington County, Kansas",2373,230,128,35,5.4,2245,195
20203,"Wichita County, Kansas",824,150,47,27,5.7,777,123
20205,"Wilson County, Kansas",3517,482,352,192,10.0,3165,290
20207,"Woodson County, Kansas",1254,169,93,56,7.4,1161,113
20209,"Wyandotte County, Kansas",61562,9803,7381,3761,12.0,54181,6042
21001,"Adair County, Kentucky",7136,1423,1208,665,16.9,5928,758
21003,"Allen County, Kentucky",8035,962,1131,338,14.1,6904,624
21005,"Anderson County, Kentucky",9653,967,724,289,7.5,8929,678
21007,"Ballard County, Kentucky",3209,408,381,161,11.9,2828,247
21009,"Barren County, Kentucky",18017,3480,2931,1659,16.3,15086,1821
21011,"Bath County, Kentucky",4698,1065,919,662,19.6,3779,403
21013,"Bell County, Kentucky",9939,3306,2440,1502,24.5,7499,1804
21015,"Boone County, Kentucky",50963,3529,3329,1242,6.5,47634,2287
21017,"Bourbon County, Kentucky",8134,1481,1213,647,14.9,6921,834
21019,"Boyd County, Kentucky",19309,3522,3341,1912,17.3,15968,1610
21021,"Boyle County, Kentucky",12045,2235,1433,797,11.9,10612,1438
21023,"Bracken County, Kentucky",3364,540,587,292,17.4,2777,248
21025,"Breathitt County, Kentucky",5464,1870,1885,1135,34.5,3579,735
21027,"Breckinridge County, Kentucky",8069,1650,1314,806,16.3,6755,844
21029,"Bullitt County, Kentucky",31747,3249,2308,1181,7.3,29439,2068
21031,"Butler County, Kentucky",4567,932,806,500,17.6,3761,432
21033,"Caldwell County, Kentucky",5025,762,701,345,14.0,4324,417
21035,"Calloway County, Kentucky",15239,2825,1432,551,9.4,13807,2274
21037,"Campbell County, Kentucky",39232,4982,2445,1187,6.2,36787,3795
21039,"Carlisle County, Kentucky",1865,293,232,124,12.4,1633,169
21041,"Carroll County, Kentucky",4178,906,704,402,16.9,3474,504
21043,"Carter County, Kentucky",10794,2366,2118,1367,19.6,8676,999
21045,"Casey County, Kentucky",6482,1569,959,625,14.8,5523,944
21047,"Christian County, Kentucky",25725,4786,3269,1633,12.7,22456,3153
21049,"Clark County, Kentucky",15055,2172,2030,1129,13.5,13025,1043
21051,"Clay County, Kentucky",7288,2426,2528,1620,34.7,4760,806
21053,"Clinton County, Kentucky",3854,808,962,465,25.0,2892,343
21055,"Crittenden County, Kentucky",3543,563,377,187,10.6,3166,376
21057,"Cumberland County, Kentucky",2630,817,725,471,27.6,1905,346
21059,"Daviess County, Kentucky",41639,6498,4761,2501,11.4,36878,3997
21061,"Edmonson County, Kentucky",5099,826,670,334,13.1,4429,492
21063,"Elliott County, Kentucky",2440,612,638,368,26.1,1802,244
21065,"Estill County, Kentucky",5975,1470,1540,741,25.8,4435,729
21067,"Fayette County, Kentucky",139715,20513,11918,5926,8.5,127797,14587
21069,"Fleming County, Kentucky",5859,1313,1192,791,20.3,4667,522
21071,"Floyd County, Kentucky",14700,3980,3538,2379,24.1,11162,1601
21073,"Franklin County, Kentucky",22718,3081,3000,1388,13.2,19718,1693
21075,"Fulton County, Kentucky",2550,630,584,307,22.9,1966,323
21077,"Gallatin County, Kentucky",3265,424,405,152,12.4,2860,272
21079,"Garrard County, Kentucky",6695,991,830,419,12.4,5865,572
21081,"Grant County, Kentucky",9224,1360,1128,449,12.2,8096,911
21083,"Graves County, Kentucky",14139,2793,2096,1270,14.8,12043,1523
21085,"Grayson County, Kentucky",10129,2217,1292,772,12.8,8837,1445
21087,"Green County, Kentucky",4421,1054,871,485,19.7,3550,569
21089,"Greenup County, Kentucky",14739,2399,2045,1003,13.9,12694,1396
21091,"Hancock County, Kentucky",3638,646,537,272,14.8,3101,374
21093,"Hardin County, Kentucky",44622,6093,4385,2165,9.8,40237,3928
21095,"Harlan County, Kentucky",10731,3015,2839,1747,26.5,7892,1268
21097,"Harrison County, Kentucky",7293,1283,1157,658,15.9,6136,625
21099,"Hart County, Kentucky",7376,1489,1380,765,18.7,5996,724
21101,"Henderson County, Kentucky",18522,3015,2851,1619,15.4,15671,1396
21103,"Henry County, Kentucky",6147,1003,720,386,11.7,5427,617
21105,"Hickman County, Kentucky",1731,346,331,141,19.1,1400,205
21107,"Hopkins County, Kentucky",18397,3568,2544,1734,13.8,15853,1834
21109,"Jackson County, Kentucky",5122,1306,1565,845,30.6,3557,461
21111,"Jefferson County, Kentucky",331554,46422,36575,19011,11.0,294979,27411
21113,"Jessamine County, Kentucky",19913,2293,1858,657,9.3,18055,1636
21115,"Johnson County, Kentucky",9040,2326,2284,1309,25.3,6756,1017
21117,"Kenton County, Kentucky",67367,7530,4818,2434,7.2,62549,5096
21119,"Knott County, Kentucky",5521,1262,1289,814,23.3,4232,448
21121,"Knox County, Kentucky",11711,4321,3730,2802,31.9,7981,1519
21123,"Larue County, Kentucky",5996,1051,789,476,13.2,5207,575
21125,"Laurel County, Kentucky",23996,5230,4245,2358,17.7,19751,2872
21127,"Lawrence County, Kentucky",6342,1556,1621,828,25.6,4721,728
21129,"Lee County, Kentucky",2595,814,745,515,28.7,1850,299
21131,"Leslie County, Kentucky",4231,1292,1232,854,29.1,2999,438
21133,"Letcher County, Kentucky",8463,2175,2331,1282,27.5,6132,893
21135,"Lewis County, Kentucky",5019,1024,1146,587,22.8,3873,437
21137,"Lincoln County, Kentucky",9705,1852,1777,926,18.3,7928,926
21139,"Livingston County, Kentucky",3603,622,449,265,12.5,3154,357
21141,"Logan County, Kentucky",11005,1826,1506,915,13.7,9499,911
21143,"Lyon County, Kentucky",3419,407,403,115,11.8,3016,292
21145,"McCracken County, Kentucky",27601,4103,2750,1439,10.0,24851,2664
21147,"McCreary County, Kentucky",5861,2375,1954,1455,33.3,3907,920
21149,"McLean County, Kentucky",3641,501,374,138,10.3,3267,363
21151,"Madison County, Kentucky",37051,5964,4958,2676,13.4,32093,3288
21153,"Magoffin County, Kentucky",4734,1859,1759,1099,37.2,2975,760
21155,"Marion County, Kentucky",7724,1362,1183,557,15.3,6541,805
21157,"Marshall County, Kentucky",13209,1721,1224,594,9.3,11985,1127
21159,"Martin County, Kentucky",3854,1235,1125,702,29.2,2729,533
21161,"Mason County, Kentucky",7131,1560,1467,848,20.6,5664,712
21163,"Meade County, Kentucky",11007,1463,1261,690,11.5,9746,773
21165,"Menifee County, Kentucky",2478,667,578,446,23.3,1900,221
21167,"Mercer County, Kentucky",9181,1051,1004,350,10.9,8177,701
21169,"Metcalfe County, Kentucky",4100,1041,800,617,19.5,3300,424
21171,"Monroe County, Kentucky",4645,1068,720,423,15.5,3925,645
21173,"Montgomery County, Kentucky",11005,1987,1816,1111,16.5,9189,876
21175,"Morgan County, Kentucky",4882,986,907,489,18.6,3975,497
21177,"Muhlenberg County, Kentucky",12123,2346,1948,1082,16.1,10175,1264
21179,"Nelson County, Kentucky",19150,2135,1866,826,9.7,17284,1309
21181,"Nicholas County, Kentucky",2776,556,430,281,15.5,2346,275
21183,"Ohio County, Kentucky",9107,1183,1223,484,13.4,7884,699
21185,"Oldham County, Kentucky",23025,1314,774,279,3.4,22251,1035
21187,"Owen County, Kentucky",4252,650,496,303,11.7,3756,347
21189,"Owsley County, Kentucky",1567,683,593,433,37.8,974,250
21191,"Pendleton County, Kentucky",5442,994,839,437,15.4,4603,557
21193,"Perry County, Kentucky",11078,2975,3168,2106,28.6,7910,869
21195,"Pike County, Kentucky",24284,6568,4957,3191,20.4,19327,3377
21197,"Powell County, Kentucky",4790,1348,1100,618,23.0,3690,730
21199,"Pulaski County, Kentucky",26210,5489,3994,2219,15.2,22216,3270
21201,"Robertson County, Kentucky",810,188,148,53,18.3,662,135
21203,"Rockcastle County, Kentucky",6534,1731,1434,1038,21.9,5100,693
21205,"Rowan County, Kentucky",9592,2339,1610,1033,16.8,7982,1306
21207,"Russell County, Kentucky",7562,1766,1341,906,17.7,6221,860
21209,"Scott County, Kentucky",22642,2539,1955,1115,8.6,20687,1424
21211,"Shelby County, Kentucky",18484,2197,1567,674,8.5,16917,1523
21213,"Simpson County, Kentucky",8025,1516,955,480,11.9,7070,1036
21215,"Spencer County, Kentucky",7308,608,481,220,6.6,6827,388
21217,"Taylor County, Kentucky",10260,1706,1550,718,15.1,8710,988
21219,"Todd County, Kentucky",4559,899,600,431,13.2,3959,468
21221,"Trigg County, Kentucky",6060,1095,663,483,10.9,5397,612
21223,"Trimble County, Kentucky",3382,427,364,144,10.8,3018,283
21225,"Union County, Kentucky",5198,818,523,338,10.1,4675,480
21227,"Warren County, Kentucky",55643,9299,7118,3518,12.8,48525,5781
21229,"Washington County, Kentucky",4852,839,785,278,16.2,4067,561
21231,"Wayne County, Kentucky",8074,2088,1638,1012,20.3,6436,1076
21233,"Webster County, Kentucky",4923,850,535,277,10.9,4388,573
21235,"Whitley County, Kentucky",13541,3628,2670,1791,19.7,10871,1837
21237,"Wolfe County, Kentucky",2673,910,976,635,36.5,1697,275
21239,"Woodford County, Kentucky",10814,1152,922,403,8.5,9892,749
22001,"Acadia Parish, Louisiana",22099,5870,5390,3292,24.4,16709,2578
22003,"Allen Parish, Louisiana",7854,1899,2080,1200,26.5,5774,699
22005,"Ascension Parish, Louisiana",47656,5108,5793,2278,12.2,41863,2830
22007,"Assumption Parish, Louisiana",8830,1684,1755,900,19.9,7075,784
22009,"Avoyelles Parish, Louisiana",14441,3865,4032,2435,27.9,10409,1430
22011,"Beauregard Parish, Louisiana",13747,1993,2411,1051,17.5,11336,942
