YEAR,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,BENES_TOTAL_CNT,BENE_AVG_AGE,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
2023,MS-Wayne,28153.0,All,4671,73,0.98,14271.3,14888.72
2023,MS-Webster,28155.0,All,2777,72,1.01,13029.22,13542.31
2023,MS-Wilkinson,28157.0,All,2094,72,1.13,14495.96,15377.72
2023,MS-Winston,28159.0,All,4733,74,0.96,12493.46,13419.84
2023,MS-Yalobusha,28161.0,All,3860,72,1.07,14356.3,15360.39
2023,MS-Yazoo,28163.0,All,5268,72,1.03,13521.36,14358.52
2023,MT-Beaverhead,30001.0,All,2721,73,0.77,10570.13,9843.21
2023,MT-Big Horn,30003.0,All,2041,72,1.03,14647.49,13413.25
2023,MT-Blaine,30005.0,All,1247,73,0.94,10391.85,9978.44
2023,MT-Broadwater,30007.0,All,1954,73,0.78,10137.56,9182.28
2023,MT-Carbon,30009.0,All,3449,72,0.75,8814.68,8437.51
2023,MT-Carter,30011.0,All,374,74,0.69,17333.09,15744.22
2023,MT-Cascade,30013.0,All,19845,72,0.92,9972.46,9835.49
2023,MT-Chouteau,30015.0,All,1486,73,0.86,11631.47,11100.69
2023,MT-Custer,30017.0,All,2915,73,0.86,12164.81,10748.29
2023,MT-Daniels,30019.0,All,500,74,0.73,14733.95,13021.97
2023,MT-Dawson,30021.0,All,2192,74,0.76,9342.28,9763.26
2023,MT-Deer Lodge,30023.0,All,3125,71,0.83,10083.56,9596.12
2023,MT-Fallon,30025.0,All,639,74,0.69,12432.94,10664.29
2023,MT-Fergus,30027.0,All,3462,74,0.85,7835.32,7747.34
2023,MT-Flathead,30029.0,All,28140,73,0.77,8735.55,8383.94
2023,MT-Gallatin,30031.0,All,19263,73,0.75,9293.93,8985.16
2023,MT-Garfield,30033.0,All,308,75,0.78,9349.32,8054.03
2023,MT-Glacier,30035.0,All,2268,71,0.95,10263.78,9261.8
2023,MT-Golden Valley,30037.0,All,304,73,0.66,11010.5,10994.74
2023,MT-Granite,30039.0,All,1020,73,0.79,10682.22,10094.14
2023,MT-Hill,30041.0,All,3330,72,0.91,9310.35,8822.71
2023,MT-Jefferson,30043.0,All,3670,72,0.71,8636.59,8233.74
2023,MT-Judith Basin,30045.0,All,667,74,0.82,5936.4,5753.52
2023,MT-Lake,30047.0,All,9092,72,0.83,9087.11,8585.23
2023,MT-Lewis and Clark,30049.0,All,17993,72,0.77,8849.14,8474.13
2023,MT-Liberty,30051.0,All,520,75,0.82,12568.66,10916.75
2023,MT-Lincoln,30053.0,All,8376,72,0.78,8919.22,8520.48
2023,MT-Madison,30057.0,All,2865,73,0.67,9703.33,8884.89
2023,MT-McCone,30055.0,All,508,74,0.74,11981.24,11385.37
2023,MT-Meagher,30059.0,All,651,73,0.8,14390.62,14263.33
2023,MT-Mineral,30061.0,All,1695,73,0.84,9245.46,8860.06
2023,MT-Missoula,30063.0,All,25928,72,0.85,8811.5,8590.44
2023,MT-Musselshell,30065.0,All,1705,72,0.81,10131.82,9665.61
2023,MT-Park,30067.0,All,4750,73,0.73,10142.47,9424.95
2023,MT-Petroleum,30069.0,All,129,72,0.94,12522.14,12496.24
2023,MT-Phillips,30071.0,All,1084,73,0.79,11206.68,9589.33
2023,MT-Pondera,30073.0,All,1553,73,0.8,10142.87,9632.49
2023,MT-Powder River,30075.0,All,450,73,0.68,7781.72,6711.91
2023,MT-Powell,30077.0,All,1806,73,0.88,10086.59,9511.62
2023,MT-Prairie,30079.0,All,448,73,0.77,11082.66,9997.07
2023,MT-Ravalli,30081.0,All,15336,73,0.8,8734.98,8612.06
2023,MT-Richland,30083.0,All,2276,73,0.95,11570.22,10889
2023,MT-Roosevelt,30085.0,All,1837,72,0.91,12546.84,11320.89
2023,MT-Rosebud,30087.0,All,1951,73,0.87,9937.02,9039.01
2023,MT-Sanders,30089.0,All,4977,72,0.77,8158.25,7717.55
2023,MT-Sheridan,30091.0,All,1041,74,0.76,13119.38,12378.57
2023,MT-Silver Bow,30093.0,All,8875,72,0.88,9938.51,9417.01
2023,MT-Stillwater,30095.0,All,2834,73,0.7,9616.6,9082.44
2023,MT-Sweet Grass,30097.0,All,1106,74,0.78,10759.55,10230.13
2023,MT-Teton,30099.0,All,1718,73,0.75,11414.82,11042.15
2023,MT-Toole,30101.0,All,1071,72,0.84,9186.16,8527.48
2023,MT-Treasure,30103.0,All,248,74,0.77,13004.58,12560.08
2023,MT-UNKNOWN,30000.0,All,*,*,*,*,*
2023,MT-Valley,30105.0,All,1944,73,0.82,11638.03,10257.03
2023,MT-Wheatland,30107.0,All,630,74,0.82,10297.48,9608.85
2023,MT-Wibaux,30109.0,All,253,75,0.87,10340.16,10242.23
2023,MT-Yellowstone,30111.0,All,36772,73,0.93,10090.08,9853.57
2023,NC-Alamance,37001.0,All,37713,72,1.09,11571.99,11057.64
2023,NC-Alexander,37003.0,All,9086,73,1.02,11017.21,11122.81
2023,NC-Alleghany,37005.0,All,3800,74,0.89,10159.11,9762.79
2023,NC-Anson,37007.0,All,5878,72,1.16,12545.87,12064.66
2023,NC-Ashe,37009.0,All,8732,73,0.87,9659.95,9769.64
2023,NC-Avery,37011.0,All,5181,74,0.9,11295.9,11169.58
2023,NC-Beaufort,37013.0,All,14632,73,0.96,11092.12,10561.44
2023,NC-Bertie,37015.0,All,5698,72,1.03,12642.69,12114.06
2023,NC-Bladen,37017.0,All,8533,72,1.08,12868.46,12515.21
2023,NC-Brunswick,37019.0,All,61859,73,0.87,10079.57,9924.92
2023,NC-Buncombe,37021.0,All,68196,73,0.89,9903.78,10200.97
2023,NC-Burke,37023.0,All,23327,72,0.98,10880.97,10908.19
2023,NC-Cabarrus,37025.0,All,38779,73,1.01,11627.3,11338.2
2023,NC-Caldwell,37027.0,All,21409,72,1.04,12640.09,12775.63
2023,NC-Camden,37029.0,All,2291,73,1.02,10780.03,10571.04
2023,NC-Carteret,37031.0,All,21928,73,0.88,10543.6,10176.36
2023,NC-Caswell,37033.0,All,6286,71,1.09,11439.53,10984.58
2023,NC-Catawba,37035.0,All,38423,73,1,11488.71,11507.2
2023,NC-Chatham,37037.0,All,22099,75,0.91,10476.17,9615.09
2023,NC-Cherokee,37039.0,All,10955,72,0.86,9326.9,9693.8
2023,NC-Chowan,37041.0,All,4452,73,0.95,10850.85,10487.74
2023,NC-Clay,37043.0,All,4620,73,0.84,9368.96,9738.47
2023,NC-Cleveland,37045.0,All,25293,72,1.06,11173.64,11092.39
2023,NC-Columbus,37047.0,All,14021,72,1.11,12046.82,12196.52
2023,NC-Craven,37049.0,All,27648,73,1.06,10905.26,10619.63
2023,NC-Cumberland,37051.0,All,60401,71,1,10357.99,10094.64
2023,NC-Currituck,37053.0,All,6755,72,0.91,10444.7,10263.63
2023,NC-Dare,37055.0,All,10987,73,0.79,9313.45,9452.45
2023,NC-Davidson,37057.0,All,41058,72,1.05,11642.92,11252.41
2023,NC-Davie,37059.0,All,11828,73,1.06,12277.24,11767.59
2023,NC-Duplin,37061.0,All,11759,73,1.07,12599.05,12241.28
2023,NC-Durham,37063.0,All,55079,73,1.01,11796.8,10770.89
2023,NC-Edgecombe,37065.0,All,13541,72,1.15,12320.35,12111.32
2023,NC-Forsyth,37067.0,All,82685,72,1.06,11937.68,11487.13
2023,NC-Franklin,37069.0,All,15836,72,1.02,11049.41,10839.33
2023,NC-Gaston,37071.0,All,49495,72,1.12,12025.35,11842.92
2023,NC-Gates,37073.0,All,2843,73,1.06,12226.69,12074.36
2023,NC-Graham,37075.0,All,2413,73,0.87,10531.99,10857.96
2023,NC-Granville,37077.0,All,13287,71,1.08,11092.62,10531.1
2023,NC-Greene,37079.0,All,4251,71,0.96,9909.88,9577.51
2023,NC-Guilford,37081.0,All,108103,73,1.07,11337.78,11094.7
2023,NC-Halifax,37083.0,All,14227,72,1.06,11637.23,11508.57
2023,NC-Harnett,37085.0,All,23757,72,1.02,11263.71,10898.51
2023,NC-Haywood,37087.0,All,19780,73,0.87,11046.66,11457.04
2023,NC-Henderson,37089.0,All,37276,74,0.86,10131.82,10503.92
2023,NC-Hertford,37091.0,All,5819,73,1.08,10626.19,10436.65
2023,NC-Hoke,37093.0,All,8581,68,1.08,10413.39,10181.52
2023,NC-Hyde,37095.0,All,1374,73,0.86,10211.05,9966.19
2023,NC-Iredell,37097.0,All,40051,73,1.07,11490.29,11424.35
2023,NC-Jackson,37099.0,All,9685,73,0.88,11368.6,11569.43
2023,NC-Johnston,37101.0,All,39968,72,1.04,11543.84,11421.18
2023,NC-Jones,37103.0,All,2978,72,1.12,12485.65,12129.09
2023,NC-Lee,37105.0,All,14234,73,1.03,11363.6,10982.44
2023,NC-Lenoir,37107.0,All,15363,71,1.09,11780.17,11477.71
2023,NC-Lincoln,37109.0,All,22448,73,1,11648.61,11354.2
2023,NC-Macon,37113.0,All,12989,74,0.9,9544.84,9856.4
2023,NC-Madison,37115.0,All,6461,72,0.88,10234.23,10585.95
2023,NC-Martin,37117.0,All,6879,73,1.08,12811.24,12247.38
2023,NC-McDowell,37111.0,All,12828,72,1,11568.79,11660.4
2023,NC-Mecklenburg,37119.0,All,161617,73,1.01,11394.03,10982.7
2023,NC-Mitchell,37121.0,All,4788,73,0.95,9358.6,10000.5
2023,NC-Montgomery,37123.0,All,6842,73,1.09,10407.5,10544.51
2023,NC-Moore,37125.0,All,29545,75,1.01,10676.29,10688.39
2023,NC-Nash,37127.0,All,24105,73,1.06,11356.8,11313.36
2023,NC-New Hanover,37129.0,All,53911,74,1,11039.95,10663
2023,NC-Northampton,37131.0,All,5886,73,1.08,12188.19,11887.61
2023,NC-Onslow,37133.0,All,31539,71,0.95,10026.48,9833.02
2023,NC-Orange,37135.0,All,27828,73,0.89,10714.86,9476.22
2023,NC-Pamlico,37137.0,All,4575,73,0.99,9847.75,9679.21
2023,NC-Pasquotank,37139.0,All,9652,72,1.12,12475,12189.31
2023,NC-Pender,37141.0,All,15232,72,1,10780.66,10450.38
2023,NC-Perquimans,37143.0,All,4436,73,0.98,11412.09,11101.15
2023,NC-Person,37145.0,All,10655,72,1.03,11090.75,10133.8
2023,NC-Pitt,37147.0,All,34673,72,1,12054.79,11351.16
2023,NC-Polk,37149.0,All,7281,75,0.84,9570.41,10049.29
2023,NC-Randolph,37151.0,All,33868,72,1.07,11189.34,10896.39
2023,NC-Richmond,37153.0,All,10971,72,1.15,10706.95,10820.13
2023,NC-Robeson,37155.0,All,26707,71,1.15,12288.18,11648.46
2023,NC-Rockingham,37157.0,All,25616,71,1.15,11403.38,11088.8
2023,NC-Rowan,37159.0,All,34338,72,1.05,11349.99,11247.26
2023,NC-Rutherford,37161.0,All,17930,73,0.99,10965.41,10950.46
2023,NC-Sampson,37163.0,All,14039,73,1.17,12478.9,12067.19
2023,NC-Scotland,37165.0,All,8594,71,1.13,11639.71,11584.21
2023,NC-Stanly,37167.0,All,15756,72,1.06,11539.07,11237.76
2023,NC-Stokes,37169.0,All,12681,71,1.02,12065.23,11809.78
2023,NC-Surry,37171.0,All,19595,72,1.09,11643.28,11537.53
2023,NC-Swain,37173.0,All,4104,72,1.03,12996.16,13037.96
2023,NC-Transylvania,37175.0,All,11226,75,0.83,9475.95,10143.96
2023,NC-Tyrrell,37177.0,All,948,73,0.95,11646.17,11138.64
2023,NC-UNKNOWN,37000.0,All,*,*,*,*,*
2023,NC-Union,37179.0,All,40288,73,1,11047.96,10912.88
2023,NC-Vance,37181.0,All,11154,71,1.11,11553.83,11169.64
2023,NC-Wake,37183.0,All,176625,73,0.94,10961.66,10830.51
2023,NC-Warren,37185.0,All,5747,72,1.03,11218.37,10861.44
2023,NC-Washington,37187.0,All,3666,73,1.01,12905.83,12165.61
2023,NC-Watauga,37189.0,All,10439,73,0.85,10080.53,9740.38
2023,NC-Wayne,37191.0,All,26624,72,1.01,12087.84,11572.95
2023,NC-Wilkes,37193.0,All,18994,72,1.03,12057.91,11913.94
2023,NC-Wilson,37195.0,All,19193,73,1.01,11481.71,11312.63
2023,NC-Yadkin,37197.0,All,9749,72,1.11,12376.79,12140.94
2023,NC-Yancey,37199.0,All,5975,73,0.95,9576.59,10196.17
2023,ND-Adams,38001.0,All,737,75,0.85,13295.77,11855.73
2023,ND-Barnes,38003.0,All,2914,73,0.96,10186.63,10056.73
2023,ND-Benson,38005.0,All,1189,72,1.09,11512.62,11144.68
2023,ND-Billings,38007.0,All,204,74,0.72,6173.41,6729.25
2023,ND-Bottineau,38009.0,All,1821,74,0.82,11571.04,10933.06
2023,ND-Bowman,38011.0,All,862,74,0.78,16028.73,14043.91
2023,ND-Burke,38013.0,All,543,75,0.8,12094.35,11996.7
2023,ND-Burleigh,38015.0,All,20316,73,0.95,10405.91,10282.25
2023,ND-Cass,38017.0,All,30036,72,0.98,11217.97,11156.86
2023,ND-Cavalier,38019.0,All,1099,76,0.89,13906.34,11952.38
2023,ND-Dickey,38021.0,All,1245,75,0.97,12571.58,12154.46
2023,ND-Divide,38023.0,All,548,75,0.8,14193.38,13590.24
2023,ND-Dunn,38025.0,All,830,73,0.85,10655.5,10060.76
2023,ND-Eddy,38027.0,All,672,74,0.83,11500.44,11066.69
2023,ND-Emmons,38029.0,All,1005,74,0.8,9008.26,7869.56
2023,ND-Foster,38031.0,All,846,74,0.74,11077.75,10734.72
2023,ND-Golden Valley,38033.0,All,466,74,0.75,8906.65,8886.14
2023,ND-Grand Forks,38035.0,All,12214,72,0.97,12292.98,11810.88
2023,ND-Grant,38037.0,All,712,75,0.94,11361.05,10514.46
2023,ND-Griggs,38039.0,All,733,75,0.86,11603.77,10662.63
2023,ND-Hettinger,38041.0,All,655,73,0.76,9336.1,8723.23
2023,ND-Kidder,38043.0,All,680,72,0.91,10371.77,9653.46
2023,ND-LaMoure,38045.0,All,1194,75,0.93,10972.97,10802.46
2023,ND-Logan,38047.0,All,547,76,0.96,10978.47,10165.56
2023,ND-McHenry,38049.0,All,1430,73,0.83,8872.09,8508.58
2023,ND-McIntosh,38051.0,All,883,77,0.87,13874.53,12955.4
2023,ND-McKenzie,38053.0,All,1332,73,0.93,13521.05,11486.5
2023,ND-McLean,38055.0,All,2787,74,0.87,11004.23,10530.24
2023,ND-Mercer,38057.0,All,2157,73,0.88,10902.94,10059.92
2023,ND-Morton,38059.0,All,6973,72,0.97,9817.36,9651.99
2023,ND-Mountrail,38061.0,All,1589,73,0.89,9944.37,9391.23
2023,ND-Nelson,38063.0,All,1054,75,0.88,11002.74,10483.67
2023,ND-Oliver,38065.0,All,448,73,0.89,9641.5,9556.27
2023,ND-Pembina,38067.0,All,1949,74,0.89,12871.47,11797.54
2023,ND-Pierce,38069.0,All,1148,74,0.79,10045.08,9948.91
2023,ND-Ramsey,38071.0,All,2852,73,0.94,11613.1,11090.16
2023,ND-Ransom,38073.0,All,1411,75,1.05,10809.48,10663.5
2023,ND-Renville,38075.0,All,593,74,0.91,10033.7,9483.04
2023,ND-Richland,38077.0,All,3808,73,0.88,9457.1,9136.37
2023,ND-Rolette,38079.0,All,2403,70,1.07,13210.88,12012.61
2023,ND-Sargent,38081.0,All,1021,74,0.85,12258.55,11641.17
2023,ND-Sheridan,38083.0,All,431,75,0.83,10713.23,10159.24
2023,ND-Sioux,38085.0,All,457,68,1.35,12559.17,11980.38
2023,ND-Slope,38087.0,All,185,73,0.78,9848.14,8865.57
2023,ND-Stark,38089.0,All,5583,73,0.86,9139.5,8899.28
2023,ND-Steele,38091.0,All,498,74,0.85,10718.75,10267.57
2023,ND-Stutsman,38093.0,All,5229,72,0.9,8675.27,8567.04
2023,ND-Towner,38095.0,All,628,75,0.83,12199.66,12100.55
2023,ND-Traill,38097.0,All,1883,75,0.91,12101.22,11513.91
2023,ND-UNKNOWN,38000.0,All,*,*,*,*,*
2023,ND-Walsh,38099.0,All,2794,74,0.87,12986.93,12097.96
2023,ND-Ward,38101.0,All,11503,72,0.96,10639.45,10168.63
2023,ND-Wells,38103.0,All,1262,74,0.78,9985.55,9863.61
2023,ND-Williams,38105.0,All,4616,72,0.86,10195,9543.76
2023,NE-Adams,31001.0,All,7361,74,0.95,10821.41,10946.73
2023,NE-Antelope,31003.0,All,1687,75,0.85,12636.09,11890.95
2023,NE-Arthur,31005.0,All,105,77,0.92,6677.45,6330.61
2023,NE-Banner,31007.0,All,115,74,0.78,13446.77,12973.9
2023,NE-Blaine,31009.0,All,133,74,0.78,12215.46,10726.94
2023,NE-Boone,31011.0,All,1509,74,0.88,14235.75,13870.58
2023,NE-Box Butte,31013.0,All,2753,72,0.88,13021.75,12077.31
2023,NE-Boyd,31015.0,All,659,73,0.81,11642.9,11198.95
2023,NE-Brown,31017.0,All,855,74,0.77,11045.55,10229.37
2023,NE-Buffalo,31019.0,All,9654,74,0.95,11164.5,11490.4
2023,NE-Burt,31021.0,All,2012,75,0.9,14113.81,13276.76
2023,NE-Butler,31023.0,All,2032,74,0.88,11999.5,11048.47
2023,NE-Cass,31025.0,All,6075,74,0.89,11354.37,11164.74
2023,NE-Cedar,31027.0,All,2183,73,0.85,10874.43,10431.09
2023,NE-Chase,31029.0,All,957,75,0.88,14199.31,13082.73
2023,NE-Cherry,31031.0,All,1450,74,0.88,12389.67,11608.85
2023,NE-Cheyenne,31033.0,All,2503,73,0.86,14015.87,13143.4
2023,NE-Clay,31035.0,All,1613,74,0.87,10972.79,10900.2
2023,NE-Colfax,31037.0,All,1774,74,0.86,11956.54,11449.5
2023,NE-Cuming,31039.0,All,2219,76,0.88,13663.99,12704.46
2023,NE-Custer,31041.0,All,2831,74,0.85,13006.33,11908.37
2023,NE-Dakota,31043.0,All,3570,73,0.94,10750.54,11003.72
2023,NE-Dawes,31045.0,All,1873,74,0.74,11516.28,10478.79
2023,NE-Dawson,31047.0,All,4639,73,0.9,13620.48,13003.47
2023,NE-Deuel,31049.0,All,581,73,0.82,11104.78,10198.79
2023,NE-Dixon,31051.0,All,1436,74,0.86,9657.7,9330.58
2023,NE-Dodge,31053.0,All,8743,75,0.92,12353.65,11918.66
2023,NE-Douglas,31055.0,All,100089,73,0.96,11442.68,11174.09
2023,NE-Dundy,31057.0,All,514,74,0.91,17353.43,15806.84
2023,NE-Fillmore,31059.0,All,1579,75,0.91,13858.76,12882.8
2023,NE-Franklin,31061.0,All,846,75,0.86,13058.27,12751.35
2023,NE-Frontier,31063.0,All,613,74,0.91,11641.12,11330.61
2023,NE-Furnas,31065.0,All,1457,75,0.86,12926.85,12417.24
2023,NE-Gage,31067.0,All,5875,74,0.94,11123.73,11310.83
2023,NE-Garden,31069.0,All,626,74,0.87,14044.4,13024.55
2023,NE-Garfield,31071.0,All,510,74,0.86,13182.34,12502.75
2023,NE-Gosper,31073.0,All,558,75,0.79,11560.76,11061.68
2023,NE-Grant,31075.0,All,165,74,0.69,9296.39,9019.25
2023,NE-Greeley,31077.0,All,645,75,0.83,12004.91,11652.27
2023,NE-Hall,31079.0,All,11710,74,0.95,10660.07,10804.42
2023,NE-Hamilton,31081.0,All,2270,74,0.92,12075.45,11919.95
2023,NE-Harlan,31083.0,All,941,74,0.81,14634.6,13957.48
2023,NE-Hayes,31085.0,All,222,75,0.78,7944.96,7786.15
2023,NE-Hitchcock,31087.0,All,815,73,0.91,11835.57,10915.45
2023,NE-Holt,31089.0,All,2782,74,0.86,13327.06,12682.6
2023,NE-Hooker,31091.0,All,252,75,0.81,8882.95,8968.53
2023,NE-Howard,31093.0,All,1662,75,0.89,12879.95,12234.94
2023,NE-Jefferson,31095.0,All,2109,74,0.83,12214.71,11704.91
2023,NE-Johnson,31097.0,All,1103,74,0.79,14764.21,13752.5
2023,NE-Kearney,31099.0,All,1565,74,0.93,14127.57,14030.46
2023,NE-Keith,31101.0,All,2390,74,0.85,10934.98,10301.11
2023,NE-Keya Paha,31103.0,All,224,76,0.83,14001.97,13371.15
2023,NE-Kimball,31105.0,All,1093,73,0.93,13766.51,12898.11
2023,NE-Knox,31107.0,All,2434,74,0.86,10828.37,10451.48
2023,NE-Lancaster,31109.0,All,58842,74,0.96,11250.15,11496.32
2023,NE-Lincoln,31111.0,All,8568,73,1.1,12639.86,12297.25
2023,NE-Logan,31113.0,All,179,75,1,11058.62,10526.67
2023,NE-Loup,31115.0,All,193,74,0.7,11040.04,9962.39
2023,NE-Madison,31119.0,All,7697,73,0.86,11334.21,10894.67
2023,NE-McPherson,31117.0,All,112,75,1.14,14013.02,13573.06
2023,NE-Merrick,31121.0,All,1944,74,0.96,13164.76,12553.41
2023,NE-Morrill,31123.0,All,1245,74,0.85,11250.66,10459.7
2023,NE-Nance,31125.0,All,922,74,0.89,12753.65,12266.27
2023,NE-Nemaha,31127.0,All,1641,73,0.87,13615.02,13220.87
2023,NE-Nuckolls,31129.0,All,1422,75,0.9,13300.16,12508.44
2023,NE-Otoe,31131.0,All,3917,74,0.92,14890.4,13516.2
2023,NE-Pawnee,31133.0,All,794,75,0.8,12053.99,11318.18
2023,NE-Perkins,31135.0,All,723,74,0.85,12715.85,12475.29
2023,NE-Phelps,31137.0,All,2268,75,0.86,14360.15,13725.76
2023,NE-Pierce,31139.0,All,1666,75,0.84,13146.43,12222.53
2023,NE-Platte,31141.0,All,7187,74,0.93,10671.78,10510.78
2023,NE-Polk,31143.0,All,1395,74,0.79,11304.58,10828.62
2023,NE-Red Willow,31145.0,All,2682,73,0.99,11435.18,11023.61
2023,NE-Richardson,31147.0,All,2308,74,0.97,13912.9,12684.8
2023,NE-Rock,31149.0,All,412,73,0.75,12664.06,12143.6
2023,NE-Saline,31151.0,All,2822,75,0.9,12099.28,11999.27
2023,NE-Sarpy,31153.0,All,31254,73,0.95,11346.38,11189.41
2023,NE-Saunders,31155.0,All,5007,74,0.9,12979.06,12695.58
2023,NE-Scotts Bluff,31157.0,All,8923,73,0.89,11157.9,10620.82
2023,NE-Seward,31159.0,All,3799,75,0.8,13045.98,12922.64
2023,NE-Sheridan,31161.0,All,1475,74,0.85,12805.65,11937.32
2023,NE-Sherman,31163.0,All,890,74,0.87,10943.74,10892.73
2023,NE-Sioux,31165.0,All,302,75,0.79,10925.07,10132.49
2023,NE-Stanton,31167.0,All,1194,74,0.75,9211.63,8845.33
2023,NE-Thayer,31169.0,All,1505,75,0.84,15336.35,14156.37
2023,NE-Thomas,31171.0,All,227,74,0.93,9953.12,9461.06
2023,NE-Thurston,31173.0,All,1115,73,1.1,14697.17,14039.04
2023,NE-UNKNOWN,31000.0,All,*,*,*,*,*
2023,NE-Valley,31175.0,All,1197,74,0.79,13056.72,12603.8
2023,NE-Washington,31177.0,All,4818,74,0.88,12224.44,11717.89
2023,NE-Wayne,31179.0,All,1650,74,0.83,13074.39,12244.47
2023,NE-Webster,31181.0,All,948,73,0.89,11528.2,11208.96
2023,NE-Wheeler,31183.0,All,218,74,0.74,11197.3,10545.53
2023,NE-York,31185.0,All,3435,75,0.91,11363.36,11490.75
2023,NH-Belknap,33001.0,All,20829,73,0.83,11044.95,9807.15
2023,NH-Carroll,33003.0,All,18657,73,0.81,10552.19,9494.65
2023,NH-Cheshire,33005.0,All,21515,72,0.85,10769.99,9527.96
2023,NH-Coos,33007.0,All,11071,71,0.83,12233.04,10269.47
2023,NH-Grafton,33009.0,All,25012,73,0.79,10389.04,9130.43
2023,NH-Hillsborough,33011.0,All,91869,73,0.91,11306.72,10451.58
2023,NH-Merrimack,33013.0,All,39807,72,0.85,10762.6,9804.11
2023,NH-Rockingham,33015.0,All,79620,73,0.9,11289.24,10291.13
2023,NH-Strafford,33017.0,All,29651,72,0.85,10626.97,9915.13
2023,NH-Sullivan,33019.0,All,12628,72,0.82,11598.9,10043.92
2023,NH-UNKNOWN,33000.0,All,*,*,*,*,*
2023,NJ-Atlantic,34001.0,All,65478,73,1.09,14378.62,12918.9
2023,NJ-Bergen,34003.0,All,190321,75,1.03,15396.17,12811.67
2023,NJ-Burlington,34005.0,All,100977,74,1.03,14233.26,12853.13
2023,NJ-Camden,34007.0,All,105680,73,1.08,15093.8,13396.1
2023,NJ-Cape May,34009.0,All,31154,74,1,13073.33,11888.57
2023,NJ-Cumberland,34011.0,All,30881,72,1.19,17045.62,14492.73
2023,NJ-Essex,34013.0,All,128562,74,1.11,16012.28,13077.67
2023,NJ-Gloucester,34015.0,All,63998,73,1.05,14743.8,13078.49
2023,NJ-Hudson,34017.0,All,88092,74,1.11,16084.53,12657.36
2023,NJ-Hunterdon,34019.0,All,30730,74,0.97,12771.6,11307.88
2023,NJ-Mercer,34021.0,All,71822,73,1.05,15100.87,13435.06
2023,NJ-Middlesex,34023.0,All,154468,74,1.04,14461.74,12484.27
2023,NJ-Monmouth,34025.0,All,143479,74,1.02,14823.58,13228.89
2023,NJ-Morris,34027.0,All,104265,75,1.01,14149.61,12228.31
2023,NJ-Ocean,34029.0,All,169034,74,1.09,15416.69,13816.79
2023,NJ-Passaic,34031.0,All,91427,74,1.09,15720.39,12958.77
2023,NJ-Salem,34033.0,All,15287,73,1.08,15748.9,14006.26
2023,NJ-Somerset,34035.0,All,65010,74,0.99,13299.25,11537.47
2023,NJ-Sussex,34037.0,All,33488,73,1.01,13168.86,11667.01
2023,NJ-UNKNOWN,34000.0,All,*,*,*,*,*
2023,NJ-Union,34039.0,All,95438,74,1.07,13738.27,11698.6
2023,NJ-Warren,34041.0,All,25810,73,1.1,14198.96,12469.15
2023,NM-Bernalillo,35001.0,All,143096,72,0.86,9821.76,9634.05
2023,NM-Catron,35003.0,All,1634,73,0.7,7950.71,7368.49
2023,NM-Chaves,35005.0,All,12669,73,0.95,10532.52,10519.26
2023,NM-Cibola,35006.0,All,5082,72,1.08,10898.93,9987.71
2023,NM-Colfax,35007.0,All,3979,73,0.88,9731.04,8402.96
2023,NM-Curry,35009.0,All,8044,72,0.97,11380.43,11439.17
2023,NM-De Baca,35011.0,All,548,72,0.76,9249.64,9084.89
2023,NM-Dona Ana,35013.0,All,47842,73,0.91,10452.07,10462.77
2023,NM-Eddy,35015.0,All,10320,73,0.94,12074.28,11625.5
2023,NM-Grant,35017.0,All,9434,74,0.78,8740.67,8816.39
2023,NM-Guadalupe,35019.0,All,1086,72,0.94,10750.38,9960.87
2023,NM-Harding,35021.0,All,239,75,0.8,11106.12,10715.38
2023,NM-Hidalgo,35023.0,All,1150,73,0.86,9345.55,9263.71
2023,NM-Lea,35025.0,All,9831,72,1,12228.24,12027.91
2023,NM-Lincoln,35027.0,All,6757,73,0.73,10503.97,9872.12
2023,NM-Los Alamos,35028.0,All,3805,75,0.77,9378.22,8527.36
2023,NM-Luna,35029.0,All,7011,73,0.89,9629.49,9794.63
2023,NM-McKinley,35031.0,All,12387,71,1.09,12382.73,10937.07
2023,NM-Mora,35033.0,All,1560,72,0.86,9164.03,8406.15
2023,NM-Otero,35035.0,All,14743,73,0.93,11103,10383.52
2023,NM-Quay,35037.0,All,2631,73,0.87,10575.81,10050.24
2023,NM-Rio Arriba,35039.0,All,9753,72,0.85,8954.57,8198.28
2023,NM-Roosevelt,35041.0,All,3315,73,0.94,11289.64,11331.5
2023,NM-San Juan,35045.0,All,24458,72,0.94,11438.52,10595.28
2023,NM-San Miguel,35047.0,All,7557,72,0.92,9720.67,8945.12
2023,NM-Sandoval,35043.0,All,36359,72,0.87,9901.06,9760.96
2023,NM-Santa Fe,35049.0,All,46329,74,0.78,9066.82,8385.26
2023,NM-Sierra,35051.0,All,4753,73,0.87,10788.54,10294.4
2023,NM-Socorro,35053.0,All,4172,71,0.87,10147.14,9600.61
2023,NM-Taos,35055.0,All,10783,73,0.83,8924.28,8415.76
2023,NM-Torrance,35057.0,All,4031,70,0.77,7515.11,7323.63
2023,NM-UNKNOWN,35000.0,All,*,*,*,*,*
